,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009
Jamaica,1350.39567907572,,,,,,,,,,,,,,,,,,,,1350.39567907572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1048.0594797147,,,,,,,,,,,,,,,,,,,,1031.12141843545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1171.90232724255,,,,,,,,,,,,,,,,,,,,,,,,,1874.05349010532,,,,1870.21757597182,2215.5986604408,,,3178.63797221388,2914.5770576338,,,2556.81676150621,2721.40526325279,2898.53088073731,3258.81439122781,3580.80743067083,3893.49037681255,4220.49636298701,4756.525781349,4737.2160958533,4897.48477523707,5113.57132870812,5207.34306034143,5246.107524431,5312.99224364998,5596.17951882933,5915.46666304592,6029.78554223214,6124.70345055103,6328.33958727202,6706.97101118162,7416.68909397964,7329.11840086354,7433.88929263105,7959.5504929743,7531.91189232772,7409.37366657715,6867.74616294768,6650.19557264587,6628.01608326967,6428.40678999913,6015.19086226977,6094.30558011538,6068.05134975364,6186.71559837344,6116.86679518137,5820.33051374726,5905.20326469178,6351.23749491306,6524.13598677866,6948.14449052785,7296.5437049858,7285.4376736157,7404.92368504035,7447.47703767524,7497.58832026234,7524.48377878506,7316.2580720791,7121.92470386046,7012.28239208035,6928.82058230545,6934.02847831536,6987.80937642645,6994.77486134104,7092.04650203462,7093.44383198337,7132,7291.22133243871,7365.48434176353,7261.39018677487,7023.73880634155
Japan,1055.06012079959,,,,,,,,,,,,,,,,,,,,1083.60022087245,1084.14292058602,1084.68589209999,1085.2291355505,1085.77265107373,1086.31643880595,1086.86049888348,1087.40483144274,1087.94943662017,1088.49431455233,1089.03946537581,1089.58488922728,1090.13058624349,1090.67655656124,1091.22280031742,1091.76931764897,1092.3161086929,1092.86317358629,1093.41051246631,1093.95812547016,1094.50601273515,1095.05417439862,1095.602610598,1096.1513214708,1096.70030715457,1097.24956778696,1097.79910350565,1098.34891444842,1098.89900075312,1099.44936255766,1100,1102.42648739298,1104.85832736875,1107.29553173455,1109.73811232369,1112.18608099557,1114.63944963573,1117.09823015597,1119.56243449432,1122.03207461519,1124.50716250935,1126.98771019402,1129.47372971296,1131.96523313646,1134.46223256145,1136.96474011156,1139.47276793714,1141.98632821536,1144.50543315024,1147.03009497273,1149.56032594075,1154.56950680674,1158.57728185367,1164.12631591576,1169.89863289239,1250.54702517274,1209.17564618547,1234.70042291175,1218.67070457109,1280.18163509426,1320.54413116756,1265.9747494444,1286.22252963061,1273.17040426978,1268.45345430796,1303.02996113647,1385.70345586251,1435.99753937662,1355.03385018099,1402.17890799442,1518.44395661567,1432.4187469809,1513.77646755926,1504.41938028921,1666.91925954303,1669.75366985242,1559.25424642219,1572.30538882345,1845.54630909703,1686.05380388515,1736.38521015631,1772.66744061538,1655.54336103347,1745.65356326961,1735.68908641714,1686.68710902194,1887.87560637638,1924.86280271093,1911.45147332567,1881.90545536344,1882.95236760858,1954.05949105879,1991.33937193542,1991.28022827014,1901.21511697004,2045.2328523196,2326.88939871932,2372.81574103849,2373.05033449259,2593.95723713949,2402.73698561882,2629.72350234065,2584.6438804595,2549.03632586616,2582.0879670485,2645.70826436684,2621.62891889805,2614.09116039393,2780.18533860707,2821.34318019892,2572.21306986734,2549.19533398621,2716.3774689283,2933.51219927934,2894.67343460197,2919.61243400906,3090.27965701502,3187.6174326433,3372.33640293019,3877.34805422876,3957.52796291872,3955.34384915336,3880.32240976253,3885.0115479599,3661.06343698154,1853.44218316647,1988.50038079798,2121.68236696278,2375.49680761231,2478.12879405515,2644.58544740712,2926.68958591287,3216.95634694707,3406.85309426154,3554.90281515605,3814.96527190579,4058.83806940514,4317.69436520916,4528.38593958044,4893.31250939887,5488.80546925118,6094.42420188431,6576.64946145128,7061.48364945096,7803.68095343571,8170.00744264067,8957.28043989322,9847.78860672319,10991.9959922299,12218.4792946972,13374.8620085171,13824.2353621247,14778.786364236,15742.8751733595,15344.5712452022,15618.9278244229,16066.6682938782,16610.3770133122,17327.7591321579,18123.8921121252,18488.2574555639,18938.1113207667,19384.1057100171,19698.7242528083,20339.9526444581,21109.1609658567,21588.4915158331,22375.9418914269,23661.0365430308,24704.534081756,25870.1351198285,26648.7657460276,26824.8951133773,26818.2409759843,27037.8280715989,27509.0801385095,28385.158469601,28816.5849873262,27904.6752136501,27809.602990186,28559.600156048,28569.0549138101,28604.5918950858,29073.6123331997,29742.0461297469,30290,30909.1464268658,31636.7149621854,31275.134745796,29680.6817217106
Jersey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62004.8775811068
Jordan,528.688534544844,,,,,,,,,,,,,,,,,,,,528.688534544844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,643.578292154609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,896.292281220555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1490.66761371445,1519.54971083965,1546.90780737947,1574.41416943581,1601.52238294342,1456.60956015715,1917.5260959759,1886.0805907374,1989.85098419634,2050.0508689838,2088.36639861142,2406.71707642476,2348.00915793576,2374.59069062718,2671.52026828905,2853.2772619875,2812.01989982656,2741.79625216429,2396.39309779764,2485.39612479227,2147.05302770513,2120.33510972196,2110.85630878253,2140.75686134227,2246.17637470211,2315.08892574927,2775.30096894853,2852.35156813089,3332.55207910692,3512.6845223218,4015.3171363911,4035.49694003706,4161.41595912854,4083.58015254395,4272.22995530561,4261.3003767684,4483.23277088993,4448.6799122889,4257.36323114048,3677.47317636502,3399.09511337933,3124.26415521261,3431.59364703331,3524.16596896633,3610.78207413806,3732.13880995127,3668.74107887789,3645.37957153997,3624.612560437,3626.38113083764,3664.55753118385,3742.82846937802,3844.91719384746,3894.25020208295,4115.51226023365,4294,4531.28101558762,4829.00739438578,5086.6470758835,5109.39450891384
Kazakhstan,585.034750452576,,,,,,,,,,,,,,,,,,,,597.354825861434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1331.5486943714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2609.21641068608,,,,,,,,,,,,,,,,,,,,,,,7244.18539458866,,,,,,,,,,,,,,,,,7085.49770727597,6265.35624275792,5919.90896842389,5404.82635945198,4802.48094427886,4492.99066461179,4567.92763522529,4709.0574067115,4691.51913222369,4870.08640396864,5366.02455037402,6082.30096119107,6667.3043710242,7272.72053253101,7930.0850540322,8699,9437.70689496581,10185.0532758061,10500.4744716563,10612.289215716
Kenya,512.93,,,,,,,,,,,,,,,,,,,,512.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,792.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,832.271251679497,986.603880247222,853.540919016367,809.443232762985,878.595973364534,918.369134719889,941.462571388988,944.438315175646,926.844394738302,921.342794891,928.106653186171,878.154278166215,896.966373246739,912.85996308793,970.1401945565,950.163215190913,1038.14786749347,1056.73645700434,1096.54120819328,1126.70787776751,1170.43988912372,1203.4393507128,1222.35996795983,1240.76020077298,1255.48890004642,1204.84489917548,1206.84884885691,1267.61320400048,1328.71506982634,1325.0645385333,1344.16746535212,1321.86198271974,1348.22579050493,1305.71949517992,1279.51348014101,1286.5562065202,1330.6450034695,1361.93685614196,1396.42233621041,1413.69697642177,1428.99557413315,1402.95538223291,1341.92172090472,1305.89241399759,1309.87412088127,1335.67276911103,1361.06543166681,1360.48502125435,1355.29304792374,1346.8646150347,1318.4898710119,1304.01196870156,1287.51473217987,1291.42330424291,1317.47309988117,1359,1419.86653216589,1492.25464881957,1488.41942189112,1493.5335028376
Kiribati,505.840294751373,,,,,,,,,,,,,,,,,,,,505.840294751373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,683.853567115652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5062.66560111537,4837.57137750514,5315.88424575968,6310.51496622728,8997.69847036533,9288.1369064197,6653.38050907183,6198.97353269043,6112.3343200704,5268.93951569609,2853.00382318231,2683.4063996519,2879.40989468354,2528.86844683762,2650.57932680392,2457.66861321849,2423.25541596945,2279.68206606441,2618.34185784482,2331.94959033044,2328.89226054465,2430.37633700088,2406.71086947478,2501.85586568585,2659.95070364289,2478.99973818197,2755.12343969335,2948.9228163943,3355.57332246798,3566.50343503048,3501.64676474663,3490.14371155685,3608.89408349998,3503.39598617022,3382.01835094134,3377,3373.69064879706,3320.77103662058,3219.84439837975,3197.3048017152
"Korea, Dem. Rep.",698,,,,,,,,,,,,,,,,,,,,698,698,698,698,699,699,699,699,699,699,699,699,699,699,699,700,700,700,700,700,700,700,700,700,700,701,701,701,701,701,701,701,701,701,701,701,702,702,702,702,702,702,702,702,702,702,702,703,703,703,703,706,708,711,714,716,719,722,725,727,730,733,736,739,741,744,747,750,753,756,758,761,764,767,770,773,776,779,782,785,788,791,794,797,800,803,806,809,812,815,819,822,847,870,900,1042,1008,1104,1177,1240,1067,1137,1033,1093,1087,1074,1102,1136,1130,1058,990,983,973,1164,1149,1239,1340,1466,1529,1368,1531,1539,1517,1527,1448,674,682,719,773,830,870,727,777,1004,1059,1109,1097,1158,1193,1209,1200,1229,1234,1313,1396,1452,1597,1684,1866,2115,2262,2938,3002,3332,3373,3373,3373,3373,3373,3373,3373,3373,3373,3373,3373,3373,3373,3373,3373,3373,3373,3373,3061,3018,2300,2000,1809,1691,1693,1706,1690,1667,1647,1628,1612,1597,1572,1531,1582,1635
"Korea, Rep.",596,,,,,,,,,,,,,,,,,,,,596,596,596,596,596,596,596,597,597,597,597,597,597,597,597,597,597,597,597,598,598,598,598,598,598,598,598,598,598,598,598,598,599,599,599,599,599,599,599,599,599,599,599,599,600,600,600,600,600,600,600,602,605,607,609,612,614,616,619,621,623,626,628,630,633,635,638,640,643,645,647,650,652,655,657,660,662,665,668,670,673,675,678,680,683,686,688,691,693,696,699,701,723,743,768,889,861,942,1005,1058,910,971,882,933,928,917,940,969,965,903,845,839,831,993,981,1058,1144,1251,1305,1168,1307,1314,1295,1303,1236,576,582,614,660,708,743,689,736,951,1003,1050,1039,1097,1130,1145,1137,1163,1169,1243,1322,1375,1512,1594,1768,2003,2141,2319,2458,2844,3056,3225,3568,3899,4224,4492,4331,4558,4859,5373,5804,6162,6849,7612,8441,8948,9764,10622,11146,11701,12609,13674,14574,15202,14359,15692,16996,17784,18871,19485,20443,21342,22373,23438,23903,23875
"Korea, United"
Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3095.29480157307
Kuwait,661.902375786415,,,,,,,,,,,,,,,,,,,,665.033128676778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1141.07376271245,,,,,,,,,,,,,,,,,,,,,,,,,1319.29952935421,,,,,,,,,,,,104248.053576042,107493.380000427,108382.352856076,113211.881641435,119849.293353937,116444.403903374,118681.300284404,113523.132880942,107961.273765268,106738.897138609,104014.690960697,94263.1829382776,95458.1117585115,91444.073011057,91341.8253260293,84952.1082967214,86817.7082521997,80894.8832568593,80502.1414578748,75675.7098487825,110805.233302115,111654.8313035,109347.866960295,96344.5079524848,79178.5775215533,65562.3356989824,65578.1959484761,59265.4771429432,59706.3321600435,63804.6092322356,47907.1936335257,37146.4760018747,31354.0357296176,32366.5813131168,32575.6506336284,29473.6843933868,30593.2418608727,28118.4299783528,27895.5308535396,28764.5090780283,22095.9605593055,29268.86619384,34932.9195870252,44804.8741442022,46467.0909923925,44959.0848698709,41620.2390075207,40300.6199638907,38056.534052311,36011.269504748,36397.9599204003,35249.6407869547,35110.105658999,39560.7892534689,42275.6387568589,44947,44411.3813113013,43774.8498686144,44783.0806859179,42443.5314796131
Kyrgyzstan,379.87346049734,,,,,,,,,,,,,,,,,,,,387.873104408288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,864.598231062826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1694.21058551993,,,,,,,,,,,,,,,,,,,,,,,2626.94652355488,,,,,,,,,,,,,,,,,2539.18664659512,2303.79028365289,1965.21576670168,1662.53967598886,1329.55893759101,1244.98871016876,1314.25322955671,1424.14220056248,1433.63332964789,1466.01088966648,1527.82230868055,1592.29478238865,1573.72504588882,1659.09621215398,1753.52161426211,1728,1762.1633862537,1891.12287930721,2027.64906585709,2051.69232578497
Laos,748.541977926788,,,,,,,,,,,,,,,,,,,,748.541977926788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,773.424818966092,783.049093490669,792.318618489741,801.182449756318,809.651420556298,818.30687620011,825.896653870379,833.597874778648,841.585250400896,848.927359703566,856.745344389327,864.997359160448,873.120125531552,881.109046474172,889.965219103512,898.146833042818,907.128523447048,915.90525479908,924.912931767198,934.094728524332,943.422520631625,952.870787543251,962.413247792924,971.739676203306,980.528389336374,988.743344424058,1014.85446733282,1035.54251837152,1054.45341641468,1080.34171522778,1105.43036999718,1124.56844970504,1134.14568200686,1141.24841593614,1149.38655064191,1158.94612651952,1161.60545443275,1164.2134917533,1167.06132595803,1169.79037982111,1172.37999636372,1174.51993785583,1202.56320851607,1287.37782422055,1329.35363148447,1361.77751059902,1359.28435077086,1394.8172023883,1401.08442420471,1472.45404817803,1518.2541555831,1565.33636035538,1616.38165751177,1668.49535653662,1732.37322530624,1811,1928.97348713204,2041.46539466729,2159.35947663065,2279.94497835703
Latvia,865.192236584796,,,,,,,,,,,,,,,,,,,,883.412066414797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1969.19173111264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4078.82830742221,4110.99150378335,4444.34394848694,4596.57732168244,4651.53290704748,5470.68743783244,5845.60923719076,6095.31228232998,6395.09618711865,6651.16466609644,7050.02742622285,7350.82487956281,7488.92355178416,7635.76512037261,8000.75856293932,8278.28832332465,8578.01278603289,8728.4553516114,9127.29908651478,9596.8906151619,9502.49387333236,9893.28498182184,10063.5264623547,10512.9930230642,11044.4761179994,10217.7840675038,8960.0195825562,6151.5149633924,5948.95749872165,6169.89795333877,6191.79953660056,6488.44208150575,7143.44163463969,7604.97366403867,8028.9680245434,8649.22440636956,9396.42297944069,10094.4704512305,10879.7667345629,11888.0542616708,13218,14911.5618917788,16494.8793660661,15816.3592654328,13021.9377674159
Lebanon,932,,,,,,,,,,,,,,,,,,,,932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1416.25800967004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2612.57553459436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5318.45444097815,4659.46375913951,4834.80406737735,5435.23499553159,6091.80353071457,6426.76058720455,6129.26182269478,6089.78693394904,5102.56967354983,5404.77178975652,5416.83536542289,5637.19364303695,5714.56061086267,5622.87040023796,5814.8159061254,6229.75615756462,6477.87760752222,6006.98304165279,6583.2320200212,6555.04409620825,6827.40761736166,7047.88165496052,7486.38434057623,7460.56268851279,8310.09245606357,8238.7485963648,8415.0743734624,8659.69683624482,8921.68274093632,8462.01168188802,8532.75957601771,8168.77395977347,7640.51952117879,7582.79940013466,7767.38416659202,7991.15379675858,7663.70833696593,5377.09132885184,4896.80653454259,4901.32509866237,4849.20100938535,6627.24650657636,6890.80685438243,7323.93138316427,7844.05244500235,8271.72326412055,8509.87785368199,8754.96385047527,8920.81071677504,8754.69893689881,8809.99133605994,9110.35328189829,9313.93882995417,9598.4571557657,10207.4517843193,10212,10256.9790775302,11026.2525114984,11864.3783187587,12766.2116215698
Lesotho,364,,,,,,,,,,,,,,,,,,,,364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.979367310033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.949865088547,294.596076622934,298.846212050903,306.016351148786,317.543706129628,322.508756231669,329.199797546846,335.997115069679,342.58052949694,346.222159505676,364.731976049076,364.098400789703,411.800626645698,446.089977347592,472.323564600563,472.446673983984,459.685520761537,498.639026487976,485.567597338931,481.649601438858,480.980682055959,426.314213548758,496.581592249983,612.034518195713,634.317854954194,569.246594613968,648.407512768962,745.369540768678,839.358886448076,765.888428984945,800.511984733876,788.818122982959,797.263107448162,710.853329239099,752.055251694341,759.019638713412,755.045813533721,773.993214077476,851.827177020383,922.615493410756,940.260143467547,955.966733671674,977.486272506216,991.55868905701,967.109679058872,1067.92812364458,1149.19274397905,1186.14799432125,1136.96214706232,1153.29756109516,1186.64438191335,1221.48195763192,1275.184575452,1311.24304522412,1369.81216388814,1415,1479.94199777452,1488.72352272521,1527.28371300783,1521.39640525952
Liberia,544.65,,,,,,,,,,,,,,,,,,,,544.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,553.438511997158,571.853974171452,575.572996098414,583.966319487973,601.876101350059,606.515733489925,613.672761496095,620.969990135697,622.587052184843,641.898979131065,645.165027753345,643.258559523364,634.195162470509,631.83615438291,645.90020042146,638.980902993523,738.92712434453,713.603648345458,726.353040858465,756.523051133908,782.60805345566,797.20857591303,803.005453502078,759.507248624033,791.001653374096,654.742551038673,662.877995536225,640.322438301144,647.933127182203,658.50239132849,609.846637211231,606.162015062017,572.199569422088,551.959014285578,531.198713797231,508.550216031798,507.83262186159,506.113857345736,490.92457929434,482.005434976287,556.519271673821,658.71318170853,636.622919053882,626.146401591558,644.947749580504,662.197811535074,658.474148617371,609.173950825766,551.368949955128,529.793062470741,519.489875719503,515.947085793755,531.482367922256,365.828635681812,375.690117484397,383,396.99124118778,414.61089017797,476.199414983649,474.896586856852
Libya,570,,,,,,,,,,,,,,,,,,,,570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2084.28347286162,2270.24875849318,2387.54805982213,2375.33924215788,2313.66991122141,2844.84090255923,3385.72839879392,3448.28439543399,3705.67390855288,3901.96615919332,4902.71254922828,5237.92536516768,6757.03081571441,8862.05013332333,12161.3767038907,15128.2764095204,17346.1915045609,18772.751694904,24313.5122701211,26443.623221017,26914.4267883246,24603.6608344856,21011.4972119484,20259.7707521737,16512.3794738488,17095.7541317075,20471.58351397,21951.2117593108,22311.8623830267,24378.5753369768,23661.2730851112,18559.061113055,17364.2753817174,16643.3215405763,14874.491894732,13502.8462821607,12367.2712864012,11770.5898010833,11617.2091592336,11476.5603606545,11069.6084120156,10228.7547979366,9640.13850147815,9056.05782845,8810.0970877028,8737.85120777723,9051.46129953894,9467.44605591877,8998.06714171856,8966.92616509264,9139.67719399693,9539.90383361774,9534.67746670709,9954.11432255939,10304.9313546338,10804,11305.1836098483,11916.5411052098,12079.0232638771,12051.6234609679
Liechtenstein,1374.67991586431,,,,,,,,,,,,,,,,,,,,1421.0314016966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4207.07268510859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35730.9282978864,35592.9068237897,35543.7704956694,35541.6286099712,35564.0867720922,35597.3352661477,46303.4939634221,47759.7754432292,46247.1026418565,45766.5181509242,41475.5653347041,42811.7863357826,41497.8666399289,41106.7617182921,42245.3295718696,44581.1787687837,45734.8401423083,49296.8720537036,51396.1963723875,53013.4453662276,53502.6465770065,53754.5549904689,54968.3011993545,56598.0630177406,59705.1062218356,62413.1082827901,65888.9324224005,69784.008515994,74303.3808054642,81088.0908928882,82749.8828362297,81250.6790255974,79593.8173061389,77249.8524112067,78810.3359588136,81825.0809749753,88079.3377096043,90231.1240917889,91111.0801253239
Lithuania,988.791127525481,,,,,,,,,,,,,,,,,,,,1009.61379018834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2250.5048355573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4409.94322932858,,,,,,,,,,,,,,,,,,,,,,,11523.4590170333,,,,,,,,,,,,,,,,,13148.2583882706,12374.3592617229,9743.51073841192,8190.01532195565,7406.20141585897,7804.17447937092,8182.68926596291,8764.90112204088,9412.96927836816,9259.81303975027,9631.65298493374,10272.3655409656,11008.676619589,12120.3462011266,13049.4781539794,14085,15280.3313663749,16875.8644319138,17432.2520963697,14928.7818056549
Luxembourg,1145.56659655359,,,,,,,,,,,,,,,,,,,,1184.19283474716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3505.89390425716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14554.9562891045,13543.1692653282,14326.137793581,14733.2750282662,14468.2513279967,15026.4789740996,15697.4723437513,16545.8633449569,16587.4117031195,16545.583275356,17086.7217065368,17621.0513251197,17713.699981366,17788.6039361119,19273.3517745985,19349.1550894939,19340.0420517106,19163.0032887267,19989.6497745296,22105.3435314367,22298.6712346556,22667.9341930428,23883.1979928371,25579.1432192506,26441.8102322786,24454.5212160552,24917.2877923055,25282.3283931437,26202.0136007807,26887.0806186724,27021.6453689698,26826.6598850422,27078.4211549317,27876.9635330538,29606.0711226791,30435.466779761,33355.9789853939,34518.868006003,37373.5906399435,40736.6632642173,42467.63837033,45750.5209092253,45854.3599017659,47055.5308380466,48284.0146820918,48165.258597875,49005.5885290205,52622.8958903764,55788.9586587964,59349.52096973,63924.1626997734,63932.8447991261,64421.0348167786,65308.3420379699,67283.434352191,70014,72742.0283521964,76273.6006924664,74985.9096555243,70857.455729718
"Macao, China",607.008353701647,,,,,,,,,,,,,,,,,,,,607.008353701647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,820.624280538782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2170.04633706853,,,,,,,,,,,,,,,,,,,,8453.49030527855,8844.0942670541,9344.1830886725,9940.4655044478,10611.5129605723,11341.4551837366,12106.5706614191,12941.1851116324,13807.8200287683,14512.2559892551,15216.4430442011,15839.1468074974,15856.6150585493,16720.5505168943,17365.7651711224,16718.1284696444,17058.9833973709,18701.7828012912,19353.9086178899,19597.0706288339,20495.4941800319,20688.0195548131,22917.232031994,23654.9222875412,24247.0945028694,24653.075271881,24188.4973622769,23790.4893260546,22404.6476917866,21586.3522661411,22512.5624370761,22826.5399620677,24755.4729685711,27842.6869614089,35260.8685670863,37256,42523.5666271506,52028.3456600432,57436.6842909981
"Macedonia, FYR",800.75976725919,,,,,,,,,,,,,,,,,,,,817.557926513987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,788.235194882086,,,,,,,,,,,,,,,,,,,,1109.35245846606,,,,,,,,,,1186.95214420761,,,,,,,,,,1390.8140550446,,,1390.85024347153,,,,,,,1357.00683767936,1370.39046008136,1390.56447867164,1442.25665669605,1523.97337024693,1576.27242342304,1662.47082509315,1612.31746007198,1729.41826856968,1795.11499922275,1734.96282203827,1659.05891595876,1484.00020210597,1509.14697173205,1543.86347481902,1499.75119704781,1671.30235822881,1675.74569995156,1784.94730049547,1857.76202424382,,,,,,,,1731.02721170969,2037.62643974355,2208.57044031489,2040.94529279336,2093.8073163624,1905.9339751183,2161.6952904736,2252.76894783043,2365.11260790444,2292.05051817083,2650.77142407654,2736.99705569455,3044.66778183569,3206.90754753031,3318.10340252521,3347.13210462227,3659.8548145562,3972.98392736956,4040.59606762612,4217.55017482742,4252.92153558153,4306.21568315388,4750.18586366172,4940.59000943874,5462.12551838811,5599.49545748435,5738.05121382352,6420.7609621225,6364.3172950326,6499.49875666976,6907.88196645032,7225.92618775125,7656.7006471406,7978.71635326571,8072.00097369871,8078.87420746712,8102.67712241728,8262.47465092179,8285.66148038156,8581.89401257451,8445.95534297252,8290.42687397172,8149.59898481258,7526.7875615825,7497.52829234656,6964.02593506187,6409.96208478469,6266.98384608511,6166.63465621693,6208.03682935591,6266.31036826612,6446.94502631128,6697.61756118067,6975.61639701173,6637.34350190174,6675.88561093292,6847.6257607115,7113.23009638051,7393,7658.59495713452,8086.1934416786,8449.0324794339,8364.79488441902
